SampleID	bodycondition	TotalDRmGydCs134forFUKU	ObservedASVs	ShannonIndex	FaithPD	Treatment	TreatmentAll	ApodemusSpeciesTreatment	Replicate	HostSex	Latitude	Longitude	HeadWidthmm	BodyMassg	HostState	HostSpecies	ApodemusSpecies	Study	FBratio
F95	-0.427584394	0.4285	279	6.809936297	15.02887609	contaminated	contaminated	SpeciosusLargeHOT	FH1	male	37.55349	140.8349	16.07	44.15	ad	SpeciosusLarge	ApodemusSpeciosusLarge	Fukushima	0.534047437
F96	-0.391084847	0.4546	233	6.00861725	13.7340699	contaminated	contaminated	ArgenteusSmallHOT	FH1	female	37.54704	140.84293	11.87	14.1	ad	ArgenteusSmall	ApodemusArgenteusSmall	Fukushima	0.266981012
F97	0.180152619	0.3516	254	6.168196919	15.37821049	contaminated	contaminated	ArgenteusSmallHOT	FH1	male	37.56298	140.81218	12.43	16.79	ad	ArgenteusSmall	ApodemusArgenteusSmall	Fukushima	0.377789949
F98	-0.655867084	0.0077	186	4.495183927	12.20377751	uncontaminated	uncontaminated	ArgenteusSmallCLEAN	FL2	female	37.45852	140.59079	12.38	14.09	ad	ArgenteusSmall	ApodemusArgenteusSmall	Fukushima	2.172413793
F99	0.681483753	0.0098	314	6.078697765	15.18603906	uncontaminated	uncontaminated	ArgenteusSmallCLEAN	FL2	male	37.45964	140.63622	12.64	18.7	ad	ArgenteusSmall	ApodemusArgenteusSmall	Fukushima	3.796829971
KC11	-0.61512324	0.0036	196	6.012005899	12.30589564	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	female	50.525859	30.436933	15.68	35.78	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.472622051
KC13	-0.182092624	0.0036	209	6.076604802	12.61141332	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	male	50.525859	30.436933	14.72	33.79	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.558162268
KC17	-0.039416668	0.0036	119	5.204472384	9.818245981	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	male	50.525859	30.436933	14.7	34.51	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.055261416
KC18	-0.036004693	0.0036	145	5.146292915	10.91854508	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	female	50.521272	30.42486	15.68	39.06	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.130044843
KC19	-1.013350347	0.0036	291	6.467177481	14.41681296	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	male	50.521272	30.42486	15.3	31.75	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.741242173
KC21	0.765460535	0.0036	107	5.033191711	9.623455204	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	female	50.5269	30.4439	15.39	42.27	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.111681223
KC23	-0.452976537	0.0036	186	6.01028957	11.67701611	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	female	50.521272	30.42486	14.74	32.34	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.276431855
KC25	0.001768971	0.0036	127	4.956062415	9.252685175	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	male	50.525859	30.436933	14.95	35.9	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.099601175
KC26	-0.431304081	0.0036	144	5.753268865	11.12419274	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	female	50.525859	30.436933	14.91	33.25	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.284112872
KC27	0.482231679	0.0036	145	5.746342982	10.97412499	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	female	50.525859	30.436933	14.91	38.45	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.199104091
KC31	0.316839556	0.0036	200	5.768056523	11.92806798	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	male	50.521272	30.42486	15.32	39.4	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.157485714
KC32	1.16411669	0.0072	93	4.680175932	8.26839992	uncontaminated	uncontaminatedcontrol	SylvaticusCONTROL	LS	female	50.38896	30.73459	13.58	25.64	ad	Sylvaticus	ApodemusSylvaticus	Chernobyl	0.064506077
KC33	-0.59375138	0.0072	167	5.13650515	11.09876483	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	LS	male	50.38896	30.73459	15.8	36.46	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.241366863
KC34	1.19101198	0.0072	201	6.212821951	12.99980609	uncontaminated	uncontaminatedcontrol	SylvaticusCONTROL	LS	male	50.38896	30.73459	13.78	26.01	ad	Sylvaticus	ApodemusSylvaticus	Chernobyl	1.113847584
KC35	0.077104568	0.0072	222	5.682252189	13.06829915	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	LS	male	50.3882	30.75294	13.94	31.66	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.219598583
KC36	-0.756295907	0.0072	138	5.451877391	9.587718364	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	LS	female	50.38896	30.73459	12.87	22.03	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.129582173
KC37	0.808393311	0.0072	250	5.679969339	14.5875508	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	LS	female	50.38999	30.74168	16.01	45.35	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.381402794
KC38	-0.349776787	0.0072	99	3.622575914	9.654429617	uncontaminated	uncontaminatedcontrol	SylvaticusCONTROL	LS	female	50.38896	30.73459	13.59	18.35	ad	Sylvaticus	ApodemusSylvaticus	Chernobyl	0.21738075
KC39	-1.276194541	0.0072	197	5.066751481	11.76524224	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	LS	male	50.3882	30.75294	15.2	29.79	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.168783614
KC4	-1.561389016	0.0036	228	5.898506731	11.32180626	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	male	50.525859	30.436933	16.01	31.98	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.395753425
KC40	0.024750596	0.0072	140	4.442305223	9.803277386	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	LS	male	50.38896	30.73459	14.82	35.43	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.078108618
KC41	-0.273963006	0.0072	153	5.457849945	11.29551777	uncontaminated	uncontaminatedcontrol	SylvaticusCONTROL	LS	male	50.38896	30.73459	13.49	18.55	ad	Sylvaticus	ApodemusSylvaticus	Chernobyl	0.689769708
KC42	1.258176214	0.0072	255	6.269444609	15.54779611	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	LS	male	50.38896	30.73459	15.79	46.89	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.669319538
KC43	-1.289929019	0.0072	134	4.724292275	8.74062917	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	LS	male	50.38999	30.74168	15.98	33.37	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.200617637
KC44	0.460091304	0.0072	150	5.144613044	10.22360896	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	LS	female	50.38896	30.73459	14.42	36.06	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.127939374
KC6	-0.491817715	0.0036	103	5.218605738	8.4081075	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	female	50.5269	30.4439	14.42	30.64	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.082429729
KC7	-0.717980837	0.0036	112	4.368039664	9.169639416	uncontaminated	uncontaminatedcontrol	FlavicollisCONTROL	RS	female	50.525859	30.436933	15.21	33.01	ad	Flavicollis	ApodemusFlavicollis	Chernobyl	0.09583553
